Name,Rank,Price,24h Change,"""Market Cap""",Volume,Circ_Supply,Category
MNDE,723,0.084956 USD,−1.42%,36.56 M USD,1.25 M USD,430.36 M,"NFTs & Collectibles, DAO"
TBC,724,"12,185.08 USD",−1.40%,36.66 M USD,769.23 K USD,3.01 K,—
XPLA,725,0.044864 USD,+1.30%,36.51 M USD,143.88 K USD,813.71 M,"Developments tools, Gaming, Web3"
ANYONE,726,0.37054 USD,−1.27%,36.13 M USD,387.7 K USD,97.5 M,"Privacy, DePIN"
STONKS,727,0.036769 USD,−9.55%,36.77 M USD,7.82 M USD,1 B,—
SD,728,0.69015 USD,+6.35%,36.77 M USD,3.83 M USD,53.28 M,Derivatives
LMWR,729,0.11380 USD,+3.15%,36.39 M USD,3.54 M USD,319.75 M,"Data management & AI, Social, media & Content, Web3"
RSC,730,0.38009 USD,+7.73%,36.19 M USD,360.14 K USD,95.21 M,—
WOLF,731,0.000040080 USD,−1.17%,36.16 M USD,3.85 M USD,902.16 B,Memes
MAV,732,0.071681 USD,−0.82%,36.09 M USD,5.64 M USD,503.53 M,"Scaling, DeFi"
PHB,733,0.66021 USD,−3.86%,36 M USD,10.63 M USD,54.52 M,"Smart contract platforms, Oracles, Data management & AI, Enterprise solutions, Web3, DePIN"
MIGGLES,734,0.036549 USD,−9.53%,34.99 M USD,2.18 M USD,957.37 M,Memes
KNG,735,1.7026 USD,+0.04%,35.75 M USD,487.54 K USD,21 M,—
RBNT,736,0.034899 USD,−5.30%,35.59 M USD,265.68 K USD,1.02 B,—
BCN,737,0.00019390 USD,+3.49%,35.69 M USD,3.3 K USD,184.07 B,"Privacy, Cryptocurrencies, Payments"
CUSD,738,1.00047 USD,+0.06%,35.57 M USD,799.24 K USD,35.55 M,"Stablecoins, Algorithmic Stablecoins, DeFi"
TKO,739,0.20955 USD,−0.05%,35.34 M USD,1.69 M USD,168.67 M,"Smart contract platforms, Centralized-exchange"
LAT,740,0.0055229 USD,+0.58%,35.19 M USD,4.91 M USD,6.37 B,"Distributed computing & Storage, Data management & AI"
MOZ,741,0.031703 USD,−8.38%,34.87 M USD,4.15 M USD,1.1 B,—
TLM,742,0.0060384 USD,−1.71%,34.68 M USD,14.47 M USD,5.74 B,"Gaming, NFTs & Collectibles, Metaverse, DAO"
MAPO,743,0.0060452 USD,+3.02%,34.75 M USD,3.51 M USD,5.75 B,Interoperability
NEON,744,0.14354 USD,+1.97%,34.37 M USD,1.21 M USD,239.47 M,Interoperability
RIO,745,0.24126 USD,−3.11%,34.25 M USD,3.33 M USD,141.98 M,"Metaverse, Real estate, Made in America"
LISTA,746,0.18214 USD,−3.01%,34.18 M USD,10.73 M USD,187.68 M,"Lending & Borrowing, DeFi, DAO"
MCDULL,747,0.0000045200 USD,−1.63%,34.15 M USD,178.96 K USD,7.56 T,—
CTXC,748,0.14970 USD,−5.18%,34.12 M USD,2.76 M USD,227.9 M,"Smart contract platforms, Internet of things, Data management & AI"
DAO,749,0.17540 USD,−0.98%,34.35 M USD,2.05 M USD,195.81 M,DeFi
DRV,750,0.045849 USD,+2.41%,33.81 M USD,249.56 K USD,737.53 M,Data management & AI
X,751,0.000049310 USD,−3.73%,34.02 M USD,29.78 M USD,690 B,"Gaming, Tap to earn"
J,752,0.26081 USD,−13.81%,33.91 M USD,14.87 M USD,130 M,—
PNG,753,0.15334 USD,+4.27%,33.49 M USD,1.34 M USD,218.37 M,Decentralized exchange
TT,754,0.0027853 USD,−0.90%,33.12 M USD,1.23 M USD,11.89 B,Smart contract platforms
AERGO,755,0.071194 USD,−4.88%,33.64 M USD,6 M USD,472.5 M,"Smart contract platforms, Enterprise solutions"
EURI,756,1.0788 USD,+0.17%,33.58 M USD,14.46 M USD,31.13 M,"Stablecoins, Cryptocurrencies"
DOGEAI,757,0.044714 USD,−6.21%,33.54 M USD,3.48 M USD,750 M,—
BROCCOLI,758,0.033512 USD,+44.41%,33.51 M USD,45.5 M USD,1 B,—
AQT,759,1.2303 USD,−1.47%,32.98 M USD,2.33 M USD,26.81 M,"NFTs & Collectibles, Marketplace"
LYX,760,1.0870 USD,−2.76%,33.19 M USD,280.2 K USD,30.54 M,"Smart contract platforms, Identity, NFTs & Collectibles, Social, media & Content, Metaverse, Layer 1"
DEGO,761,1.5738 USD,+1.84%,33.05 M USD,10.73 M USD,21 M,"NFTs & Collectibles, DeFi, DAO"
MYRIA,762,0.0011400 USD,−3.94%,33.11 M USD,658.3 K USD,29.05 B,"Gaming, NFTs & Collectibles"
RDNT,763,0.027482 USD,−3.47%,33.12 M USD,8.43 M USD,1.21 B,"Lending & Borrowing, DeFi"
TEDDYV2,764,0.000000060000 USD,−1.70%,33.09 M USD,11 USD,518.72 T,—
RSS3,765,0.049079 USD,−3.66%,33.12 M USD,1.76 M USD,674.92 M,"Data management & AI, Social, media & Content, Web3"
LB,766,0.00000031000 USD,−9.28%,33.08 M USD,273.9 K USD,105.02 T,—
VINE,767,0.032988 USD,−7.02%,32.99 M USD,61.26 M USD,999.99 M,—
A8,768,0.12455 USD,−0.80%,32.79 M USD,2.15 M USD,263.29 M,—
SLERF,769,0.065820 USD,−2.44%,32.91 M USD,10.85 M USD,500 M,Memes
AMPL,770,1.1607 USD,+1.50%,32.82 M USD,627.85 K USD,28.27 M,"Stablecoins, Algorithmic Stablecoins, DeFi"
GME,771,0.000079400 USD,−5.35%,32.66 M USD,864.53 K USD,411.3 B,Memes
HUNT,772,0.25989 USD,−0.33%,32.79 M USD,1.41 M USD,126.17 M,"Social, media & Content"
SHDW,773,0.19744 USD,−1.05%,31.93 M USD,551.71 K USD,161.71 M,"Distributed computing & Storage, DePIN, Made in America"
MC,774,0.10000 USD,−1.96%,32.21 M USD,931 USD,322.1 M,"Gaming, NFTs & Collectibles, Metaverse, DAO"
TJRM,775,0.035959 USD,−3.19%,32.26 M USD,1.12 M USD,897.14 M,—
ORDER,776,0.14904 USD,−3.28%,31.73 M USD,20.66 M USD,212.87 M,—
GEAR,777,0.0031839 USD,−4.98%,31.84 M USD,1.02 M USD,10 B,—
HEI,778,0.46172 USD,−3.65%,31.88 M USD,8.54 M USD,69.05 M,—
BASEDAI,779,0.91698 USD,+10.24%,31.73 M USD,225.02 K USD,34.6 M,—
LBT,780,0.12924 USD,−0.01%,31.66 M USD,40.86 K USD,245 M,—
DNT,781,0.031507 USD,+0.02%,31.51 M USD,173.22 K USD,1 B,"Payments, Social, media & Content, Web3"
ARRR,782,0.15940 USD,+5.30%,31.28 M USD,95.96 K USD,196.21 M,"Privacy, Cryptocurrencies"
ATA,783,0.055299 USD,−1.35%,31.14 M USD,6.82 M USD,563.09 M,"Identity, Scaling, Web3"
GRS,784,0.35552 USD,+0.73%,30.96 M USD,320.4 K USD,87.08 M,Cryptocurrencies
DADDY,785,0.051889 USD,−4.10%,31.11 M USD,1.66 M USD,599.64 M,Memes
OMG,786,0.21839 USD,−1.04%,30.63 M USD,4.55 M USD,140.25 M,"Cryptocurrencies, Scaling, Payments"
FCT2,787,0.031309 USD,+1.02%,30.28 M USD,835.09 K USD,967.04 M,Data management & AI
SIREN,788,0.041539 USD,−6.50%,30.76 M USD,10.81 M USD,740.5 M,—
TORN,789,5.8452 USD,−0.87%,30.73 M USD,272.42 K USD,5.26 M,"Privacy, DAO"
APX,790,0.054639 USD,+0.47%,30.66 M USD,577.81 K USD,561.1 M,"Decentralized exchange, Derivatives, DeFi"
C,791,301744000000.00000e-13 USD,—,30.17 M USD,9.04 M USD,999.96 M,—
PEPU,792,0.0046794 USD,+4.76%,30.66 M USD,1.28 M USD,6.55 B,Memes
MOC,793,0.071897 USD,−0.08%,30.52 M USD,1.18 M USD,424.49 M,"NFTs & Collectibles, Metaverse"
SPEC,794,2.1450 USD,−6.31%,30.25 M USD,3.53 M USD,14.1 M,Data management & AI
BRISE,795,0.000000080000 USD,−1.30%,30.27 M USD,11.86 M USD,395.69 T,Smart contract platforms
SERAPH,796,0.14887 USD,−4.01%,30.21 M USD,12.38 M USD,202.96 M,"Gaming, NFTs & Collectibles"
GST,797,0.010505 USD,−0.89%,30.27 M USD,752.92 K USD,2.88 B,Move to earn
MLN,798,10.150 USD,−3.48%,30.12 M USD,5.39 M USD,2.97 M,"Asset management, DeFi"
L,799,0.090408 USD,−0.26%,29.97 M USD,709.67 K USD,331.5 M,—
LIT,800,0.71400 USD,+4.75%,32.25 M USD,9.94 M USD,45.17 M,"Data management & AI, Identity, DeFi, Web3"
WQUIL,801,0.033099 USD,−5.43%,29.86 M USD,640.63 K USD,902.29 M,Wrapped Tokens
IXS,802,0.16530 USD,−7.06%,29.75 M USD,75.32 K USD,180 M,—
LTO,803,0.068299 USD,−2.27%,29.82 M USD,1.1 M USD,436.65 M,"Identity, Enterprise solutions, Layer 1"
SPA,804,0.017466 USD,−4.68%,29.55 M USD,1.79 M USD,1.69 B,"Stablecoins, Algorithmic Stablecoins"
CORE,805,"4,247.92 USD",+73.11%,42.48 M USD,195.2 K USD,10 K,"DeFi, DAO"
UTK,806,0.041981 USD,−2.51%,29.56 M USD,7.86 M USD,704.11 M,Payments
NAVX,807,0.064119 USD,+4.44%,29.44 M USD,2 M USD,459.12 M,Lending & Borrowing
VIC,808,0.24396 USD,−3.97%,29.31 M USD,1.09 M USD,120.15 M,—
LMT,809,0.035269 USD,−5.33%,29.28 M USD,324.37 K USD,830.14 M,Data management & AI
MARSO,810,0.0029008 USD,−0.12%,29.24 M USD,249.64 K USD,10.08 B,—
EURA,811,1.0791 USD,+0.29%,29.2 M USD,1.24 M USD,27.06 M,Stablecoins
TPT,812,0.0083848 USD,+1.20%,29.07 M USD,72.53 K USD,3.47 B,Payments
WINK,813,0.029499 USD,−38.27%,29.5 M USD,3.41 M USD,1 B,—
SFM,814,0.000077820 USD,+1.37%,29.01 M USD,66.35 K USD,372.84 B,—
XION,815,0.9900 USD,−3.57%,28.64 M USD,5.46 M USD,28.93 M,"Layer 1, Made in America"
POKT,816,0.017510 USD,+7.68%,28.7 M USD,726.54 K USD,1.64 B,"Developments tools, Distributed computing & Storage, Interoperability, DePIN"
POLS,817,0.28204 USD,+2.59%,27.98 M USD,1.26 M USD,99.21 M,DeFi
CHILLGUY,818,0.028694 USD,−8.86%,28.69 M USD,10.2 M USD,999.96 M,Memes
NS,819,0.16453 USD,−2.16%,28.17 M USD,5.12 M USD,171.21 M,—
IDEX,820,0.030499 USD,+0.54%,28.24 M USD,6.42 M USD,926.08 M,"Decentralized exchange, DeFi"
VOLR,821,0.56566 USD,−6.34%,28.28 M USD,14.54 K USD,50 M,—
RATS,822,0.000027730 USD,−20.68%,27.73 M USD,11.69 M USD,1 T,Memes
LADYS,823,0.000000040000 USD,+5.45%,28.22 M USD,2.89 M USD,734.37 T,Memes
HFUN,824,28.093 USD,−0.68%,28.02 M USD,338.09 K USD,997.28 K,Memes
AAI,825,0.23684 USD,+18.44%,27.94 M USD,42.57 K USD,117.98 M,"Social, media & Content, Analytics, Education"
HASHAI,826,0.00033559 USD,−9.47%,28.38 M USD,335.44 K USD,84.56 B,"Data management & AI, DePIN"
PUFFER,827,0.27237 USD,+1.25%,27.87 M USD,7.1 M USD,102.31 M,Made in America
PRCL,828,0.12928 USD,−0.55%,27.68 M USD,12.95 M USD,214.14 M,"Real estate, Made in America"
CAM,829,0.086938 USD,+0.16%,27.58 M USD,1.95 K USD,317.19 M,Layer 1
BGSOL,830,152.10 USD,−1.28%,27.59 M USD,1.57 M USD,181.37 K,—
ALCX,831,11.500 USD,+4.79%,27.56 M USD,7.35 M USD,2.4 M,"Lending & Borrowing, DeFi"
EUSD,832,1.0000 USD,0.00%,27.49 M USD,987.35 K USD,27.49 M,—
ICE,833,0.0041596 USD,+2.72%,27.52 M USD,11.71 M USD,6.62 B,—
LIBRA,834,0.10625 USD,+1.60%,27.25 M USD,7.32 M USD,256.43 M,—
PALM,835,0.35209 USD,−2.55%,27.18 M USD,180.86 K USD,77.2 M,Data management & AI
OSOL,836,0.027139 USD,−8.82%,27.14 M USD,223.29 K USD,1 B,—
REI,837,0.028569 USD,−2.93%,27.14 M USD,3.01 M USD,950 M,Scaling
BOUNTY,838,0.052874 USD,+2.37%,27.21 M USD,542.92 K USD,514.58 M,Data management & AI
BLD,839,0.039959 USD,+1.10%,26.88 M USD,219.09 K USD,672.65 M,—
A47,840,0.027623 USD,+78.92%,27.62 M USD,1.34 M USD,1 B,—
LVLY,841,0.10961 USD,−0.63%,26.85 M USD,292.26 K USD,245 M,—
BLZ,842,0.059585 USD,+51.22%,27.38 M USD,40.28 M USD,459.58 M,"Smart contract platforms, Distributed computing & Storage, DePIN"
SNAI,843,0.029646 USD,−12.66%,26.75 M USD,3.33 M USD,902.46 M,Data management & AI
PLT,844,2.5129 USD,−0.04%,26.59 M USD,55.34 K USD,10.58 M,—
ADS,845,0.11190 USD,−4.25%,26.52 M USD,128.18 K USD,236.99 M,"Marketing, DePIN"
LOFI,846,0.025870 USD,+22.61%,25.87 M USD,4.59 M USD,1 B,Memes
ATLAS,847,0.0014480 USD,−0.60%,26.53 M USD,1.43 M USD,18.32 B,"Gaming, NFTs & Collectibles, Metaverse"
FOX,848,0.034669 USD,+1.84%,26.77 M USD,502.27 K USD,772.29 M,"Decentralized exchange, DeFi"
GRND,849,0.045884 USD,+1.78%,26.33 M USD,1.76 M USD,573.83 M,"NFTs & Collectibles, Move to earn, Health"
BOOE,850,0.27879 USD,−7.02%,26.82 M USD,501.78 K USD,96.19 M,Memes
OX,851,0.0081083 USD,−0.27%,26.62 M USD,19.01 M USD,3.28 B,—
LGCT,852,1.5400 USD,+0.22%,26.18 M USD,1.41 M USD,17 M,—
PERP,853,0.39762 USD,−0.41%,26.24 M USD,7.79 M USD,66 M,"Decentralized exchange, Derivatives, DeFi"
XT,854,4.3269 USD,−1.71%,26.16 M USD,20.02 M USD,6.05 M,—
EWT,855,0.87998 USD,−7.47%,26.45 M USD,449.72 K USD,30.06 M,"Enterprise solutions, Energy"
RARI,856,1.3912 USD,−3.09%,25.68 M USD,470.03 K USD,18.46 M,"NFTs & Collectibles, Marketplace, DAO"
WHY,857,0.000000060000 USD,−2.74%,25.46 M USD,2.92 M USD,420 T,Memes
WXT,858,0.0025514 USD,−0.70%,25.51 M USD,903.83 K USD,10 B,"Asset management, Payments"
OGY,859,0.0032179 USD,+0.11%,25.19 M USD,114.07 K USD,7.83 B,Web3
DIONE,860,0.0024950 USD,+11.56%,25.31 M USD,830.1 K USD,10.15 B,"Energy, DeFi, Layer 1, DePIN"
ARMY,861,0.042499 USD,+7.89%,25.03 M USD,44.64 K USD,589 M,—
AQUA,862,0.00090192 USD,−1.29%,24.96 M USD,55.04 K USD,27.68 B,—
DBR,863,0.021309 USD,−1.22%,24.91 M USD,12.14 M USD,1.17 B,Interoperability
VRTX,864,0.055999 USD,−1.59%,24.86 M USD,2.18 M USD,444.02 M,"Decentralized exchange, DeFi"
AHT,865,0.0040486 USD,−0.18%,24.69 M USD,1.37 M USD,6.1 B,"Social, media & Content, Web3"
ECOX,866,0.049679 USD,−4.57%,24.55 M USD,5.84 K USD,494.2 M,—
GAME,867,0.024803 USD,−12.94%,24.8 M USD,1.64 M USD,1 B,Data management & AI
KOMA,868,0.040079 USD,−11.49%,24.19 M USD,12.24 M USD,603.68 M,"Memes, Made in America"
PEPE,869,0.00025799 USD,−5.44%,24.52 M USD,74.81 K USD,95.05 B,"Memes, Layer 1"
SWELL,870,0.011470 USD,−7.94%,24.12 M USD,10.47 M USD,2.1 B,Derivatives
WOJAK,871,0.00034627 USD,−7.75%,24.03 M USD,1.61 M USD,69.4 B,Memes
GEL,872,0.096898 USD,+8.66%,24.02 M USD,182.49 K USD,247.92 M,"Smart contract platforms, Developments tools, DeFi"
RABI,873,0.053889 USD,−7.28%,23.44 M USD,1.05 M USD,434.99 M,—
WAN,874,0.11995 USD,−0.23%,23.81 M USD,496.31 K USD,198.5 M,"Interoperability, DeFi"
ATR,875,0.018918 USD,+0.55%,23.85 M USD,960.79 K USD,1.26 B,—
GFI,876,0.81598 USD,+2.53%,23.77 M USD,819.41 K USD,29.14 M,"Lending & Borrowing, DeFi"
EMT,877,0.016500 USD,−4.50%,23.72 M USD,89.77 K USD,1.44 B,—
GFAL,878,0.0067854 USD,−1.84%,23.62 M USD,163.96 K USD,3.48 B,"Gaming, NFTs & Collectibles"
KMD,879,0.17375 USD,−1.03%,23.62 M USD,669.92 K USD,135.95 M,"Interoperability, Enterprise solutions"
ELON4AFD,880,0.023595 USD,−1.34%,23.59 M USD,402.21 K USD,999.97 M,—
DEXT,881,0.30330 USD,+6.70%,23.55 M USD,34.88 K USD,77.63 M,"Social, media & Content, Analytics"
AUKI,882,0.016208 USD,+6.61%,23.42 M USD,52.61 K USD,1.45 B,DePIN
OHO,883,0.00096798 USD,−1.91%,23.35 M USD,191.59 K USD,24.12 B,—
UOS,884,0.056534 USD,−0.02%,23.41 M USD,483.67 K USD,414.01 M,"Gaming, NFTs & Collectibles, Metaverse"
CVN,885,0.15546 USD,−1.46%,21.76 M USD,9.22 K USD,140 M,—
GHST,886,0.44274 USD,−3.88%,23.35 M USD,5.61 M USD,52.75 M,"Gaming, NFTs & Collectibles, DAO"
MCADE,887,0.017472 USD,−7.87%,23.33 M USD,4.83 M USD,1.34 B,"Gaming, Data management & AI"
TDROP,888,0.0019292 USD,+2.17%,23.07 M USD,204.39 K USD,11.96 B,NFTs & Collectibles
KARRAT,889,0.10780 USD,+0.11%,23.27 M USD,858.55 K USD,215.83 M,Gaming
FUN,890,0.0021470 USD,−7.95%,23.28 M USD,3.28 M USD,10.84 B,"Gaming, Payments, DeFi, Marketplace"
SUSD,891,0.97928 USD,−0.18%,23.25 M USD,4.15 M USD,23.74 M,"Stablecoins, Algorithmic Stablecoins, DeFi"
ZND,892,0.29679 USD,+1.26%,23.12 M USD,8.11 M USD,77.91 M,—
HPO,893,0.0020995 USD,+0.05%,23.09 M USD,859 USD,11 B,—
PIPPIN,894,0.023264 USD,−10.22%,23.26 M USD,7.25 M USD,1 B,Memes
L3,895,0.062527 USD,−15.77%,23.11 M USD,15.96 M USD,369.62 M,—
HB,896,0.00092032 USD,+0.93%,23.01 M USD,225.66 K USD,25 B,—
SHIRO,897,0.000000020000 USD,+38.24%,23.02 M USD,2.85 M USD,"1,000 T",Memes
BROCCOLI,898,0.022430 USD,−29.87%,22.43 M USD,9.82 M USD,1 B,—
STRDY,899,1.1780 USD,+0.37%,22.53 M USD,4.48 M USD,19.13 M,Data management & AI
HOSKY,900,0.00000010000 USD,−7.35%,22.64 M USD,463.94 K USD,228 T,Memes
FLM,901,0.034854 USD,−0.15%,22.61 M USD,2.9 M USD,648.84 M,"DeFi, DAO"
WAGMI,902,0.016220 USD,+4.26%,22.58 M USD,2.47 M USD,1.39 B,Decentralized exchange
XPRT,903,0.10551 USD,−1.66%,22.51 M USD,170.24 K USD,213.37 M,"Derivatives, DeFi"
LOKA,904,0.11718 USD,−2.71%,22.42 M USD,5.99 M USD,191.33 M,"Gaming, NFTs & Collectibles, Metaverse"
WCFG,905,0.14500 USD,−3.33%,22.34 M USD,82.56 K USD,154.09 M,—
SHARP,906,0.0083138 USD,−0.10%,22.34 M USD,81.07 K USD,2.69 B,—
BTY,907,0.034599 USD,−1.69%,22.14 M USD,228.49 K USD,640 M,—
OSHI,908,0.025440 USD,−1.89%,21.67 M USD,27.21 K USD,851.74 M,—
DATA,909,0.019670 USD,−1.69%,21.99 M USD,3.99 M USD,1.12 B,"Distributed computing & Storage, Internet of things, Data management & AI, Web3, DePIN"
MOODENG,910,0.000053690 USD,−2.54%,21.93 M USD,3.27 M USD,408.51 B,Memes
HARD,911,0.16623 USD,+15.51%,22.41 M USD,8.14 M USD,134.79 M,"Lending & Borrowing, DeFi"
PEPE,912,0.000000050000 USD,−13.47%,21.8 M USD,930.89 K USD,420.69 T,—
VARA,913,0.010060 USD,−2.46%,21.85 M USD,171.31 K USD,2.17 B,—
POLIS,914,0.077698 USD,+0.16%,21.95 M USD,395.19 K USD,282.47 M,"Gaming, Metaverse, DAO"
NST,915,2.7389 USD,+0.35%,21.91 M USD,77.01 K USD,8 M,NFTs & Collectibles
CROWN,916,0.11430 USD,+1.18%,21.79 M USD,195.25 K USD,190.62 M,—
SRX,917,0.054156 USD,+3.88%,21.66 M USD,1.52 M USD,400 M,"Distributed computing & Storage, DePIN"
TUBES,918,0.55319 USD,+13.22%,21.57 M USD,19.9 K USD,39 M,—
KLV,919,0.0024280 USD,−0.96%,21.56 M USD,3.55 M USD,8.88 B,Payments
ALEX,920,0.035469 USD,−0.71%,21.51 M USD,499.2 K USD,606.49 M,"Lending & Borrowing, DeFi"
CONX,921,18.519 USD,−1.55%,21.45 M USD,133.78 K USD,1.16 M,—
BOBA,922,0.12460 USD,+0.87%,21.38 M USD,1.67 M USD,171.62 M,"Interoperability, Scaling, Layer 1"
STRX,923,0.021320 USD,−9.71%,21.32 M USD,11.85 K USD,1 B,Payments
EL,924,0.0046462 USD,+7.49%,21.52 M USD,1.72 M USD,4.63 B,Asset-backed Tokens
NUM,925,0.028206 USD,−0.15%,21.25 M USD,478.82 K USD,753.4 M,"Data management & AI, NFTs & Collectibles, Asset management, Social, media & Content, Web3"
RETARDIO,926,0.021900 USD,−6.29%,21.37 M USD,1.68 M USD,975.67 M,Memes
AGRS,927,0.69999 USD,+7.23%,20.9 M USD,21.92 K USD,29.86 M,Data management & AI
MMUI,928,0.044699 USD,+5.85%,21.29 M USD,511.51 K USD,476.25 M,—
FT,929,0.24110 USD,−1.01%,21.09 M USD,2.2 M USD,87.47 M,—
NEURO,930,0.038399 USD,−0.16%,21.07 M USD,175 USD,548.75 M,—
QRL,931,0.30359 USD,−5.07%,20.63 M USD,66.4 K USD,67.94 M,"Distributed computing & Storage, DePIN"
OL,932,0.063545 USD,−8.25%,20.99 M USD,10.06 M USD,330.36 M,"Gaming, NFTs & Collectibles"
ADS,933,0.54259 USD,−0.49%,21.02 M USD,3.04 K USD,38.74 M,"Marketing, Metaverse"
FIS,934,0.19010 USD,−0.11%,20.94 M USD,6.84 M USD,110.16 M,"Derivatives, DeFi"
SLF,935,0.21466 USD,−2.93%,20.82 M USD,42.86 M USD,97 M,"DeFi, Layer 1"
MPT,936,0.024500 USD,+0.06%,20.89 M USD,654.82 K USD,852.81 M,—
DIAM,937,0.014520 USD,−0.39%,20.85 M USD,461.43 K USD,1.44 B,—
ORN,938,0.61100 USD,+3.21%,20.86 M USD,282.73 K USD,34.15 M,"Decentralized exchange, DeFi"
OBT,939,0.020800 USD,+0.90%,20.8 M USD,506.16 K USD,1 B,—
COS,940,0.0040259 USD,−2.71%,20.84 M USD,8.31 M USD,5.18 B,"Social, media & Content"
AKI,941,0.0105288 USD,+32.71%,21.06 M USD,117.74 K USD,2 B,—
GHX,942,0.031699 USD,−10.02%,20.6 M USD,3.88 M USD,649.97 M,"Gaming, Distributed computing & Storage, DePIN"
BECX,943,0.020595 USD,+4.29%,20.59 M USD,37 USD,1 B,—
WEN,944,0.000028240 USD,−6.30%,20.55 M USD,3.6 M USD,727.72 B,Memes
TOKE,945,0.25089 USD,+4.08%,20.54 M USD,117.29 K USD,81.85 M,—
DOGE,946,0.020940 USD,−5.69%,20.5 M USD,2.08 M USD,979.13 M,Memes
WUF,947,0.00000024000 USD,−1.19%,20.42 M USD,208.89 K USD,83.68 T,"Memes, Gaming"
MCOIN,948,0.11515 USD,+6.70%,20.38 M USD,861.38 K USD,177 M,—
YNE,949,0.020224 USD,−11.79%,20.22 M USD,1.93 M USD,1 B,Data management & AI
HOPR,950,0.059089 USD,−1.51%,20.16 M USD,397.02 K USD,341.17 M,"Privacy, DAO"
ROG,951,0.30249 USD,−1.64%,20.26 M USD,29.04 K USD,66.99 M,—
DOGINME,952,0.00029929 USD,−6.53%,20.24 M USD,727.57 K USD,67.62 B,—
USA,953,0.0000016800 USD,+1.11%,20 M USD,1.44 M USD,11.88 T,Memes
CAW,954,0.000000030000 USD,+7.63%,20.03 M USD,219.84 K USD,769.86 T,Memes
INV,955,33.209 USD,+0.02%,20.02 M USD,791.39 K USD,602.93 K,"Lending & Borrowing, DAO"
LOCK,956,0.20950 USD,−0.36%,19.93 M USD,38.19 K USD,95.14 M,Privacy
KEKIUS,957,0.019734 USD,−12.00%,19.73 M USD,6.99 M USD,1 B,Memes
LYK,958,0.79278 USD,−0.62%,19.72 M USD,2.37 M USD,24.88 M,—
PURPE,959,0.000047350 USD,−4.81%,19.75 M USD,802.65 K USD,417.21 B,Memes
HAI,960,0.023570 USD,+2.70%,19.65 M USD,275.62 K USD,833.57 M,"Smart contract platforms, Data management & AI, Enterprise solutions, Cybersecurity"
DIMO,961,0.063890 USD,−2.49%,19.66 M USD,203.6 K USD,307.66 M,"Distributed computing & Storage, Internet of things, Data management & AI, DePIN"
CPC,962,0.12130 USD,−0.63%,19.58 M USD,201.15 K USD,161.41 M,—
