Name,Rank,Price,24h Change,Market Cap,Volume,Circ_Supply,Category
MODE,1019.0,0.0067631,2.67,16.91,1.76,2.5,Data management & AI
KEYCAT,1020.0,0.0016915,6.33,16.91,2.01,10.0,Memes
ADX,1021.0,0.11753,0.07,16.93,4.44,144.05,"Data management & AI, Marketing, Web3"
SIX,1022.0,0.01985,0.99,16.89,438.92500000000007,734.485,"Smart contract platforms, Enterprise solutions, Payments"
CTX,1023.0,0.18514450000000002,6.18,16.8,317.39,7.49,Derivatives
MYRO,1024.0,0.017821,6.9,16.83,5.25,734.485,Memes
MASA,1025.0,0.032163,3.8,16.82,6.82,523.02,"Privacy, Data management & AI, Identity"
XEN,1026.0,0.011323,1.54,16.53,1.44,174.82,—
BOSON,1027.0,0.1197,0.18,16.81,438.92500000000007,140.47,"NFTs & Collectibles, Payments, E-commerce, Marketplace"
MONKY,1028.0,0.011323,0.46,16.82,1.28,8.5,"Memes, Gaming"
ASD,1029.0,0.025299,5.49,16.71,1.16,660.62,Centralized-exchange
SLND,1030.0,0.18514450000000002,1.84,16.64,11.43,50.6,"Lending & Borrowing, DeFi"
CSWAP,1031.0,0.018,1.4,16.64,5.68,734.485,—
VICS,1032.0,0.027699,0.38,16.62,62.5,600.0,—
DEGOD,1033.0,0.001649,0.0,16.49,5.91,10.0,Memes
FLAY,1034.0,0.027439,5.73,16.46,438.92500000000007,600.0,—
NULS,1035.0,0.14812,7.76,16.55,2.97,111.74,"Developments tools, Enterprise solutions"
LEASH,1036.0,0.18514450000000002,4.88,16.56,1.29,106.4,Memes
BAR,1037.0,0.18514450000000002,2.13,16.28,4.13,9.33,"Sports, Fan Tokens"
SANTOS,1038.0,0.18514450000000002,3.11,16.34,5.64,6.75,Fan Tokens
TRUMP,1039.0,0.18514450000000002,2.36,16.28,127.21,44.0,Memes
OCTA,1040.0,0.18514450000000002,10.31,16.32,438.92500000000007,35.38,"Distributed computing & Storage, Data management & AI, Layer 1, DePIN"
PIRATE,1041.0,0.068199,4.27,16.22,1.16,237.81,"Gaming, NFTs & Collectibles, Made in America"
BIFI,1042.0,0.18514450000000002,2.08,16.16,426.07,80.0,DeFi
PSG,1043.0,0.18514450000000002,7.15,15.97,5.86,7.53,"Sports, Fan Tokens"
LINA,1044.0,0.002072,0.63,15.96,8.86,7.7,"Decentralized exchange, Derivatives, DeFi, DAO"
CAR,1045.0,0.016,10.99,16.0,8.81,734.485,—
BADAI,1046.0,0.01579,7.02,15.79,438.19,1.0,—
METAL,1047.0,0.10022,1.46,15.78,21.89,157.5,—
MOCHI,1048.0,0.011323,2.99,15.92,438.92500000000007,734.485,Memes
NIM,1049.0,0.0012305,2.18,15.81,256.56,12.85,Payments
COMBO,1050.0,0.18514450000000002,2.36,15.78,7.25,82.38,"Gaming, NFTs & Collectibles, Social, media & Content"
ULTI,1051.0,0.0038999,1.56,15.69,4.32,4.02,Gaming
BKN,1052.0,0.18514450000000002,11.16,15.67,2.02,64.98,—
IRON,1053.0,0.18514450000000002,32.05,15.95,209.55,58.83,—
SDL,1054.0,0.18514450000000002,2.42,15.61,64.73,31.03,—
TOKEN,1055.0,0.01563,6.41,15.63,5.38,1.0,"Asset-backed Tokens, Memes, Smart contract platforms, Data management & AI, Social, media & Content, DeFi, Analytics, Education, Real estate, DAO"
LINGO,1056.0,0.13037,0.46,15.63,1.38,119.89,—
LOOKS,1057.0,0.01557,2.61,15.57,2.06,734.485,"NFTs & Collectibles, Marketplace"
PPT,1058.0,0.18087,5.27,15.49,2.64,85.64,—
CHEQ,1059.0,0.02412,1.31,15.5,196.82,642.49,Identity
FIO,1060.0,0.01927,5.99,15.51,6.1,734.485,"Interoperability, Payments, Layer 1"
BOTTO,1062.0,0.18514450000000002,0.25,15.39,84.79,45.35,"Data management & AI, NFTs & Collectibles"
LCG,1063.0,0.00073199,12.74,15.37,21.72,21.0,—
PSP,1064.0,0.020542,0.64,15.3,49.62,734.485,"Decentralized exchange, DeFi"
AMO,1065.0,0.00071312,2.2,15.12,171.15,21.2,Data management & AI
GEMS,1066.0,0.037806,3.04,15.12,3.68,399.93,—
DOG,1067.0,0.00099,1.14,15.12,56.61,15.27,"Memes, NFTs & Collectibles"
PIVX,1068.0,0.164,0.94,14.95,2.02,91.16,"Privacy, Cryptocurrencies, DAO"
CEEK,1069.0,0.01853,1.83,14.93,438.92500000000007,734.485,"NFTs & Collectibles, Social, media & Content, Metaverse"
QUILL,1070.0,0.1496,14.94,14.96,114.66,100.0,—
OG,1071.0,0.18514450000000002,2.17,15.08,8.62,4.13,"Sports, Fan Tokens"
PBX,1072.0,0.053449,16.07,14.9,181.8,278.84,—
XPM,1073.0,0.062629,3.4,14.85,212.23,237.16,—
SIDUS,1074.0,0.0011705,3.14,14.68,438.92500000000007,12.54,"Gaming, Data management & AI, NFTs & Collectibles, Metaverse"
VLX,1075.0,0.0054549,0.46,14.68,275.12,2.69,Smart contract platforms
SYNT,1076.0,0.02232,1.83,14.63,3.08,655.42,Interoperability
DORA,1077.0,0.027099,5.86,14.56,438.92500000000007,537.28,DAO
SHPING,1078.0,0.00633,1.89,14.48,214.37,2.29,"Loyalty & Rewards, E-commerce"
GAFI,1079.0,0.18514450000000002,1.46,14.59,20.03,10.95,"Gaming, Metaverse, Fundraising"
BERT,1080.0,0.014993,8.78,14.49,438.92500000000007,734.485,Memes
PROPC,1081.0,0.18514450000000002,3.42,14.39,298.19,26.59,Real estate
DLC,1082.0,0.14997,1.61,14.43,76.61,96.2,"Loyalty & Rewards, Fundraising"
PHNIX,1083.0,0.011323,13.89,14.16,438.92500000000007,530.0,Memes
GOCHU,1084.0,0.011323,2.17,14.34,438.92500000000007,11.18,Memes
CLY,1085.0,0.12727,8.66,14.34,74.55,112.64,—
WING,1086.0,0.18514450000000002,2.86,14.33,438.92500000000007,4.88,"Lending & Borrowing, DeFi"
SIGMA,1087.0,0.015775,1.62,14.2,2.33,734.485,Memes
BGSC,1088.0,0.002309,17.4,14.03,1.04,6.08,—
ODOS,1089.0,0.0085883,4.27,14.31,438.92500000000007,1.67,—
VOLT,1090.0,0.011323,1.52,14.12,80.1,54.77,"Memes, Cryptocurrencies, Decentralized exchange, Gaming, Data management & AI, NFTs & Collectibles, Payments, DeFi, DAO"
QTCON,1091.0,0.0012507,4.86,13.53,253.95,10.81,"Social, media & Content"
TICO,1092.0,0.0074749,0.92,14.09,75.55,1.89,"Gaming, NFTs & Collectibles"
GYEN,1093.0,0.006698,2.56,14.06,5.32,2.1,"Stablecoins, Asset-backed Stablecoins"
WOD,1094.0,0.11024,0.32,14.02,438.92500000000007,127.17,"Gaming, NFTs & Collectibles"
MAX,1095.0,0.10746,4.41,14.03,10.99,130.52,Gaming
MEOW,1096.0,0.0094418,0.95,13.88,438.92500000000007,1.47,"Memes, Gaming"
PAI,1097.0,0.1392,2.09,13.92,1.11,100.0,—
KRL,1098.0,0.18514450000000002,0.77,13.74,159.28,39.74,Asset management
HTR,1099.0,0.029954,0.13,13.81,341.09,461.15,"Smart contract platforms, Scaling, DeFi"
NXRA,1100.0,0.0149,4.15,14.38,169.34,734.485,Asset-backed Tokens
ECET,1101.0,0.0199,1.17,13.72,204.95,689.2,—
GOG,1102.0,0.01951,1.54,13.72,105.59,703.47,Gaming
ZGD,1103.0,0.123,51.89,13.65,1.41,111.0,—
PAID,1104.0,0.028599,2.68,13.61,8.96,475.99,—
BID,1105.0,0.050254,7.38,13.49,438.92500000000007,268.43,Data management & AI
SMOLE,1106.0,0.011323,1.53,13.4,3.9,420.0,Memes
KARATE,1107.0,0.000223,2.49,13.3,438.92500000000007,59.65,"Gaming, Sports"
GOUT,1108.0,0.011323,2.29,13.92,438.92500000000007,154.8,—
FLIP,1109.0,0.18514450000000002,0.76,13.25,1.13,17.26,"Decentralized exchange, Interoperability"
CGO,1110.0,0.18514450000000002,0.1,13.22,358.23,141.0,Asset-backed Tokens
PIZZA,1111.0,0.18514450000000002,4.42,13.19,3.05,21.0,—
FLIX,1112.0,0.052399,3.83,13.14,37.2,250.76,—
TROY,1113.0,0.001318,0.37,13.18,5.13,10.0,"Centralized-exchange, Decentralized exchange, Asset management"
EARNM,1114.0,0.0040299,6.56,13.1,438.92500000000007,3.25,—
AVT,1115.0,0.18514450000000002,3.14,12.96,208.35,6.0,"Enterprise solutions, Loyalty & Rewards, Events"
VADER,1116.0,0.012832,3.66,12.79,438.92500000000007,734.485,—
DINERO,1117.0,0.030399,1.02,12.92,56.41,424.97,—
FOXSY,1118.0,0.031789,4.24,12.83,1.73,403.47,Memes
CRETA,1119.0,0.0087398,1.34,12.82,231.26,1.47,—
REKT,1120.0,0.011323,0.03,12.7,1.3,255.78,Memes
PGN,1121.0,0.0125,6.89,12.5,168.35,1.0,—
YLAY,1122.0,0.018529,2.8,12.53,27.75,676.0,—
REX,1123.0,0.01393,2.76,12.54,5.19,734.485,—
CLORE,1124.0,0.025,2.21,12.55,3.17,501.94,"Data management & AI, Layer 1, DePIN"
ZKL,1125.0,0.055899,31.67,13.07,7.0,233.89,—
TON,1126.0,0.01014,2.34,12.39,11.22,1.22,—
BLUE,1127.0,0.099398,2.29,12.4,2.56,124.74,"Decentralized exchange, Derivatives, DeFi"
ZTX,1128.0,0.0029369,1.02,12.35,391.01,4.2,"Gaming, Metaverse"
ASV,1129.0,0.1027,8.14,12.32,9.73,120.0,—
PNK,1130.0,0.01526,1.4,12.29,142.44,734.485,"Oracles, Prediction markets, Payments"
NATIX,1131.0,0.00077038,8.6,12.43,394.54,16.13,"Data management & AI, DePIN"
SOV,1132.0,0.18514450000000002,7.76,12.26,87.03,58.75,"Decentralized exchange, DeFi"
BUZZ,1133.0,0.012276,3.06,12.27,22.63,734.485,Data management & AI
AKTIO,1134.0,0.17438,0.58,12.29,154.53,70.47,—
MANEKI,1135.0,0.0013826,3.06,12.25,4.75,8.86,Memes
PDA,1136.0,0.019985,2.6,12.19,9.18,609.95,"Gaming, Metaverse"
MIX,1137.0,0.001326,0.43,12.2,438.92500000000007,9.2,"Gaming, Social, media & Content"
GME,1138.0,0.001776,0.38,12.23,5.02,6.89,"Memes, Gaming"
BCUT,1139.0,0.030264,0.0,12.16,1.14,401.8,"Distributed computing & Storage, Data management & AI, NFTs & Collectibles, Interoperability, Web3, DePIN"
DMTR,1140.0,0.02496,6.48,12.14,438.92500000000007,486.5,"Distributed computing & Storage, Internet of things, Data management & AI, DePIN"
TTC,1141.0,0.074889,0.19,12.1,438.92500000000007,161.52,—
PPC,1142.0,0.18514450000000002,3.51,12.09,47.78,29.44,"Cryptocurrencies, Payments"
GRIFT,1143.0,0.01197,9.55,11.97,6.46,734.485,Data management & AI
INDEX,1144.0,0.18514450000000002,0.06,12.2,120.16,6.73,DAO
PROPS,1145.0,0.029469,1.52,11.8,2.51,400.55,—
OCT,1146.0,0.12,2.35,12.0,78.19,100.0,—
DBC,1147.0,0.002208,2.15,11.99,170.59,5.43,"Distributed computing & Storage, Data management & AI, Metaverse, DePIN"
ACOLYT,1148.0,0.012188,12.43,12.1,239.54,734.485,Data management & AI
MAJOR,1149.0,0.1437,0.87,11.98,26.41,83.35,"Gaming, Tap to earn"
OWN,1150.0,0.18514450000000002,6.29,11.92,30.29,35.33,—
CCL,1151.0,0.0117998,35.97,11.8,19.97,1.0,Memes
CERE,1152.0,0.001708,2.02,11.85,301.76,6.94,"Developments tools, Gaming, Distributed computing & Storage, Data management & AI, Social, media & Content, DePIN"
PEIPEI,1153.0,0.011323,0.95,11.82,1.56,420.68,Memes
FB,1154.0,0.18514450000000002,4.75,11.78,2.36,14.04,—
CROB,1156.0,0.014687,2.48,11.75,18.08,734.485,Memes
MOXIE,1157.0,0.002103,3.11,11.76,438.92500000000007,5.59,"Social, media & Content"
SAMO,1158.0,0.003195,1.04,11.68,381.64,3.66,Memes
PSTAKE,1159.0,0.026466,8.87,11.64,2.58,439.65,Derivatives
TET,1160.0,0.18514450000000002,5.12,11.63,331.73,7.29,Layer 1
AUR,1161.0,0.18514450000000002,1.32,11.63,106.91,17.0,—
BXN,1162.0,0.0025844,0.8,11.6,1.14,4.49,—
KYVE,1163.0,0.0138,0.96,11.61,11.07,734.485,"Distributed computing & Storage, Scaling, Layer 1"
NC,1164.0,0.060203,17.45,11.55,17.16,191.78,Web3
MVC,1165.0,0.0042759,4.71,11.81,193.34,2.76,"Payments, Transport"
WEPE,1166.0,0.011323,7.84,11.43,1.1,200.0,—
VAI,1167.0,0.031629,1.27,11.44,339.28,361.71,Data management & AI
XX,1168.0,0.042249,1.58,11.4,195.95,269.8,—
CREAM,1169.0,0.18514450000000002,1.64,11.39,4.63,1.86,"Decentralized exchange, Lending & Borrowing, DeFi, DAO"
LAZIO,1170.0,0.18514450000000002,1.44,11.34,3.98,10.71,Fan Tokens
COCA,1171.0,0.17768,1.2,11.28,438.92500000000007,63.5,—
WUSD,1172.0,0.18514450000000002,0.06,11.27,1.98,11.26,"Stablecoins, Asset-backed Stablecoins"
10SET,1173.0,0.080498,0.39,11.25,78.41,139.77,—
OBSR,1174.0,0.0018272,1.57,11.16,397.14,6.11,"Internet of things, Data management & AI"
HOPPY,1175.0,0.011323,10.59,11.14,4.24,420.69,Memes
NLK,1176.0,0.010825,0.76,10.82,438.92500000000007,1.0,—
KRRX,1177.0,0.043699,2.37,10.92,8.99,250.0,—
BOOK,1178.0,0.00946,9.89,10.92,24.74,1.15,—
FAR,1179.0,0.0028589,5.56,11.0,438.92500000000007,3.85,"Gaming, Metaverse"
USDJ,1181.0,0.18514450000000002,0.38,10.97,438.92500000000007,9.58,"Stablecoins, Asset-backed Tokens"
TXC,1182.0,0.18514450000000002,1.25,10.98,29.21,34.81,—
LUNA,1183.0,0.010976,11.83,10.98,137.23,1.0,—
THL,1184.0,0.18514450000000002,13.25,11.0,168.73,49.02,—
SWAP,1185.0,0.10821,1.78,10.82,337.41,100.0,DeFi
DINGO,1186.0,0.011323,64.3,10.72,438.92500000000007,112.3,"Memes, Cryptocurrencies, Payments"
EQB,1187.0,0.18514450000000002,0.74,10.79,1.13,33.4,—
AVINOC,1188.0,0.027649,0.29,10.76,53.56,389.24,—
NIBI,1189.0,0.017955,0.62,10.7,438.92500000000007,595.68,"Smart contract platforms, Layer 1, Made in America"
MEMEFI,1190.0,0.0010627,5.85,10.63,6.54,10.0,"Gaming, Tap to earn"
PACK,1191.0,0.028474,4.14,10.62,183.54,372.85,—
PIB,1192.0,0.00043929,4.62,10.61,117.33,24.15,Data management & AI
BMEX,1193.0,0.18514450000000002,2.21,10.56,94.68,36.0,—
MFER,1194.0,0.01055,1.43,10.55,397.08,1.0,Memes
PLT,1195.0,0.020593,0.05,10.73,40.06,520.9,—
GRAIL,1196.0,0.18514450000000002,8.57,10.49,1.06,20.04,—
TRADE,1197.0,0.18514450000000002,4.53,10.66,105.63,41.29,Lending & Borrowing
RBTC,1198.0,0.011323,5.81,10.41,413.06,7.44,Gaming
GTAI,1199.0,0.18514450000000002,4.3,10.52,3.05,48.47,"Data management & AI, Web3"
DMAIL,1200.0,0.11836,1.83,10.47,1.44,88.46,"Distributed computing & Storage, Social, media & Content, Web3, DePIN"
KASTA,1201.0,0.013588,1.69,10.35,159.64,734.485,"Asset management, Payments"
ALPACA,1202.0,0.069417,5.74,10.47,5.71,150.77,"Lending & Borrowing, DeFi"
DFI,1203.0,0.0123,61.35,10.2,438.92500000000007,734.485,"Decentralized exchange, DeFi"
CELL,1204.0,0.18514450000000002,9.42,10.32,1.01,28.6,"Smart contract platforms, Scaling"
BEL,1205.0,0.17365,6.01,10.29,438.92500000000007,59.24,Memes
SOUL,1206.0,0.082738,8.11,10.27,222.54,124.13,"Smart contract platforms, Gaming, Data management & AI, NFTs & Collectibles, Layer 1, DePIN"
ZEX,1207.0,0.056514,4.64,10.25,438.92500000000007,181.44,"Decentralized exchange, Derivatives"
JUV,1208.0,0.18514450000000002,0.48,10.24,4.47,8.75,"Sports, Fan Tokens"
BAD,1209.0,0.011323,4.23,10.21,1.6,614.58,"Memes, Data management & AI, DAO"
MON,1210.0,0.026464,15.9,10.19,3.38,384.88,Gaming
MPC,1211.0,0.035979,0.92,10.2,57.55,283.56,"Privacy, Enterprise solutions"
BDC,1212.0,0.01019,11.37,10.19,39.22,1.0,Memes
WNCG,1213.0,0.022533,3.02,10.32,148.67,458.03,"Wrapped Tokens, Gaming"
TRT,1214.0,0.18514450000000002,1.63,9.95,1.45,3.8,—
FLOCK,1215.0,0.072199,10.29,10.17,15.0,140.92,Data management & AI
IOT,1216.0,0.00050007,0.05,10.13,15.43,20.25,"Distributed computing & Storage, DePIN"
TIME,1217.0,0.18514450000000002,1.38,10.09,151.33,710.11,"Payments, Jobs"
NTX,1218.0,0.01995,6.4,10.06,67.26,504.08,"Distributed computing & Storage, Data management & AI, DePIN"
VNO,1219.0,0.02128,11.94,10.1,14.61,474.51,—
PORTO,1220.0,0.18514450000000002,0.64,10.09,4.12,9.62,"Sports, Fan Tokens"
SKEY,1221.0,0.024402,7.69,10.04,419.7,411.35,—
RAMA,1222.0,0.049999,0.0,10.0,1.91,200.0,—
YFII,1223.0,0.18514450000000002,4.47,9.98,2.17,38.6,"DeFi, DAO"
REEF,1224.0,0.00047534,5.7,9.99,9.31,21.02,Smart contract platforms
VISTA,1225.0,0.18514450000000002,0.07,9.8,1.17,734.485,—
VIDT,1226.0,0.011795,2.84,9.94,5.51,734.485,"Smart contract platforms, Gaming, Internet of things, Data management & AI, NFTs & Collectibles, Interoperability, Enterprise solutions, Cybersecurity, Web3"
GAT,1227.0,0.18514450000000002,1.04,9.89,115.33,10.0,"Internet of things, Cybersecurity"
FINA,1228.0,0.13283,1.64,9.89,407.02,74.45,"Gaming, Tap to earn"
STLS,1229.0,0.049409,0.65,9.88,18.41,200.0,—
ICBX,1230.0,0.00051249,2.16,9.89,211.62,19.29,—
FUL,1231.0,0.004805,2.71,9.74,65.33,2.03,—
ALPINE,1232.0,0.18514450000000002,2.04,9.75,2.61,10.55,"Sports, Fan Tokens"
UFT,1233.0,0.1142,3.46,9.71,2.13,85.05,"Lending & Borrowing, DeFi"
KONET,1234.0,0.050883,8.01,9.59,438.92500000000007,188.56,—
MICRO,1235.0,0.012809,6.65,9.6,3.03,734.485,—
COOK,1236.0,0.010003,9.15,9.6,1.82,734.485,—
CRTS,1237.0,0.0001947,1.43,9.6,438.92500000000007,49.3,"Social, media & Content"
OSMI,1239.0,0.095798,11.33,9.58,105.44,100.0,Data management & AI
JUNO,1240.0,0.12091,4.13,9.61,159.79,79.51,—
HTM,1241.0,0.18514450000000002,10.39,9.52,268.42,16.67,—
FILM,1242.0,0.067632,0.5,9.55,240.0,141.21,—
STNK,1243.0,0.18514450000000002,2.46,9.45,119.19,579.7,Memes
CTA,1244.0,0.02361,0.4,9.41,85.49,398.39,Gaming
WAMPL,1245.0,0.18514450000000002,4.43,9.37,297.22,1.02,—
TAVA,1246.0,0.014135,0.59,9.34,438.92500000000007,660.88,—
SFI,1247.0,0.066249,5.1,9.38,27.96,141.53,—
SWGT,1248.0,0.09716,3.1,9.38,1.73,96.5,—
PLU,1249.0,0.18514450000000002,0.59,9.68,438.0,11.39,"Payments, Loyalty & Rewards"
BLOK,1250.0,0.00037399,6.27,9.27,269.37,24.79,"NFTs & Collectibles, Metaverse"
LM,1251.0,0.0033759,1.64,9.43,248.78,2.79,—
STT,1252.0,0.18415,0.14,9.27,20.9,50.34,—
PLMC,1253.0,0.15,5.29,9.24,58.44,61.6,Web3
NAI,1254.0,0.0026299,1.19,9.26,56.04,3.52,Marketplace
BURGER,1255.0,0.18514450000000002,2.02,9.19,31.38,43.04,"Decentralized exchange, Gaming, DeFi"
MAX,1256.0,0.00921,4.54,9.21,1.49,734.485,"Memes, Data management & AI"
XFI,1257.0,0.17765,1.52,9.18,1.33,51.68,—
BERRY,1258.0,0.0908,1.28,9.08,97.1,100.0,Data management & AI
BIOT,1259.0,0.0012609,2.87,9.15,124.62,7.26,—
CITY,1260.0,0.18514450000000002,2.29,9.18,2.79,8.32,"Sports, Fan Tokens"
LNQ,1261.0,0.045299,11.32,9.21,367.15,203.32,Data management & AI
POOL,1263.0,0.18514450000000002,7.35,9.09,53.56,6.77,DAO
FTRB,1264.0,0.0048329,0.67,9.16,222.1,1.89,—
ASR,1265.0,0.18514450000000002,0.1,9.02,1.08,6.96,"Sports, Fan Tokens"
VIB,1266.0,0.045529,1.05,9.11,3.18,200.0,"Social, media & Content"
PUSS,1267.0,0.01028,3.95,9.03,1.33,734.485,—
PAW,1268.0,0.011323,0.09,9.03,298.8,734.485,"Memes, Layer 1"
GLQ,1270.0,0.026171,1.46,8.9,438.92500000000007,340.0,"Data management & AI, Enterprise solutions, Analytics, Layer 1"
TRIAS,1271.0,0.18514450000000002,1.44,8.96,277.78,5.0,"Data management & AI, Metaverse, Layer 1"
SQGROW,1272.0,0.0089298,0.24,8.93,146.03,1.0,—
YIELD,1273.0,0.088998,27.09,8.9,81.0,100.0,—
HMT,1274.0,0.038489,4.55,8.87,13.38,230.55,Data management & AI
DOGI,1275.0,0.18514450000000002,0.1,8.87,282.12,21.0,—
AIA,1276.0,0.002212,9.46,8.85,1.83,4.0,—
WRX,1277.0,0.0231,6.46,8.82,29.55,381.86,Centralized-exchange
CWEB,1278.0,0.0037099,2.35,8.76,92.73,2.36,"Smart contract platforms, Developments tools, Interoperability, Scaling"
XSWAP,1279.0,0.059654,0.55,8.75,50.22,146.62,—
CKP,1281.0,0.18514450000000002,5.78,8.63,1.33,3.91,—
DVI,1282.0,0.010331,1.51,8.66,272.49,734.485,"Gaming, NFTs & Collectibles, Metaverse"
RECT,1283.0,0.18514450000000002,3.9,8.66,3.18,13.5,—
HI,1284.0,0.0001397,2.51,8.61,141.88,61.61,Payments
ATM,1285.0,0.18514450000000002,3.29,8.65,438.92500000000007,6.57,"Sports, Fan Tokens"
MAVIA,1286.0,0.15547,4.2,8.68,4.29,55.82,"Gaming, NFTs & Collectibles"
ADP,1287.0,0.0018858,2.51,8.55,438.92500000000007,4.53,"Social, media & Content, Loyalty & Rewards"
ZERC,1288.0,0.071499,0.4,8.58,134.08,120.0,"Gaming, NFTs & Collectibles, Metaverse"
DVPN,1289.0,0.00039569,2.4,8.53,196.98,21.55,"Developments tools, Distributed computing & Storage, DePIN"
LUCE,1290.0,0.0085592,6.7,8.56,4.38,1.0,Memes
BROCCOLI,1291.0,0.044634,9.72,8.24,7.77,184.61,—
LYNK,1292.0,0.0081298,1.67,8.13,246.47,734.485,—
KIKI,1293.0,0.0085348,10.79,8.53,438.92500000000007,734.485,Memes
KOIN,1294.0,0.1021,1.81,8.5,4.2,83.26,—
EVR,1295.0,0.18514450000000002,2.72,8.48,11.27,36.25,—
OILX,1296.0,0.18514450000000002,0.08,8.48,85.7,124.18,—
GAL,1297.0,0.18514450000000002,3.34,8.6,41.43,7.43,"Data management & AI, Web3"
AURY,1299.0,0.1196,0.78,8.45,139.26,70.65,"Gaming, NFTs & Collectibles, Metaverse"
WAGMIGAMES,1300.0,0.011323,2.67,8.4,438.92500000000007,1.8,"Gaming, NFTs & Collectibles"
GGMT,1301.0,0.0075088,0.83,8.4,438.92500000000007,1.12,—
AST,1302.0,0.048099,7.95,8.39,3.37,174.48,"Decentralized exchange, DeFi"
VXV,1303.0,0.1706,2.99,8.51,30.2,49.88,Data management & AI
PATRIOT,1304.0,0.00083698,3.22,8.37,341.52,10.0,Memes
AEROBUD,1305.0,0.0087308,1.76,8.47,63.3,734.485,—
AE,1306.0,0.02153,3.01,8.29,438.92500000000007,385.11,Smart contract platforms
ENRON,1307.0,0.082588,0.71,8.26,192.43,100.0,Memes
SPS,1308.0,0.0062919,0.02,8.36,70.95,1.33,"Gaming, NFTs & Collectibles"
UNCX,1309.0,0.18514450000000002,1.96,8.22,53.56,46.61,DeFi
WRLD,1310.0,0.011569,5.53,8.24,56.67,712.09,"Gaming, NFTs & Collectibles, Metaverse"
ASTO,1311.0,0.01548,7.98,8.1,1.45,523.08,"Gaming, Data management & AI, NFTs & Collectibles, Interoperability, Metaverse, Sports"
AAST,1312.0,0.00109,10.62,8.18,311.7,7.5,—
XAGX,1313.0,0.18514450000000002,0.2,8.15,174.32,250.0,—
FOXY,1314.0,0.0027041,6.07,8.11,2.0,3.0,Memes
HGPT,1315.0,0.01174,3.85,8.08,1.9,688.17,"Data management & AI, Social, media & Content, Marketplace"
ANT,1316.0,0.1603,0.72,8.16,211.3,50.92,—
HEGE,1317.0,0.0081798,5.02,8.18,438.92500000000007,734.485,Memes
STC,1318.0,0.00017947,4.95,8.06,61.09,44.94,—
INDY,1319.0,0.18514450000000002,9.66,8.04,23.85,5.14,—
SAFE,1320.0,0.18514450000000002,5.76,8.04,65.46,2.66,—
APX,1321.0,0.18514450000000002,1.25,8.02,438.92500000000007,38.75,—
TONIC,1322.0,0.011323,9.13,8.03,85.11,247.73,—
ALVA,1323.0,0.16827,0.12,8.01,95.51,47.58,Asset management
WALLET,1324.0,0.01169,1.12,8.0,438.92500000000007,684.32,"Payments, Web3, DAO"
KENDU,1325.0,0.011323,0.46,7.98,79.28,734.485,Memes
00,1326.0,0.0218,3.13,7.95,371.5,364.77,—
SMT,1327.0,0.096298,4.95,8.08,94.35,83.94,—
TMAI,1328.0,0.001242,0.06,7.87,253.65,6.34,—
EAI,1329.0,0.036948,1.47,7.85,116.87,212.57,Data management & AI
AUTOS,1330.0,0.024175,1.92,7.83,438.92500000000007,324.06,—
G7,1331.0,0.0033999,3.74,7.82,1.29,2.3,—
ARTY,1332.0,0.18514450000000002,1.6,7.84,2.47,19.48,Gaming
LIME,1333.0,0.01775,3.98,7.68,438.92500000000007,432.77,"Data management & AI, NFTs & Collectibles, Payments, Social, media & Content, Web3"
GAL,1334.0,0.18514450000000002,2.17,7.79,406.04,5.04,"Sports, Fan Tokens"
TGT,1335.0,0.012122,4.33,7.79,73.76,642.42,Payments
VALOR,1336.0,0.15365,0.73,7.73,8.58,50.3,Asset management
MEMDEX,1337.0,0.0076223,36.72,7.55,3.54,734.485,—
BARSIK,1338.0,0.0068249,161.65,6.82,2.79,734.485,Memes
NPCS,1339.0,0.0079738,9.85,7.73,418.25,734.485,Memes
SEN,1340.0,0.078458,2.85,7.69,1.53,98.0,"Memes, Data management & AI"
DEXTF,1341.0,0.086008,0.05,7.7,33.59,89.47,Asset management
MOTHER,1342.0,0.0077971,2.41,7.69,2.92,734.485,"Memes, Social, media & Content"
OGPU,1343.0,0.18514450000000002,10.34,7.69,222.04,12.4,"Distributed computing & Storage, Web3, Layer 1, DePIN"
BCD,1344.0,0.041209,5.18,7.69,6.04,186.49,Cryptocurrencies
OUSD,1345.0,0.18514450000000002,0.04,7.66,87.38,7.69,"Stablecoins, Asset-backed Stablecoins, DeFi"
MCB,1346.0,0.18514450000000002,7.89,7.6,64.07,3.82,"Decentralized exchange, Derivatives, DeFi"
MUMU,1347.0,0.011323,7.46,7.63,438.92500000000007,2.28,Memes
SCA,1348.0,0.087248,1.74,7.62,3.33,87.34,Lending & Borrowing
POLA,1349.0,0.015206,0.18,7.62,108.92,501.18,—
HELLO,1350.0,0.01039,1.5,7.6,193.61,731.58,"Gaming, NFTs & Collectibles, Social, media & Content, Web3"
SMOG,1351.0,0.0097398,1.56,7.59,438.92500000000007,734.485,Memes
HOLD,1352.0,0.18514450000000002,12.66,7.52,438.92500000000007,7.9,"Data management & AI, Payments"
